Timestamp,Causa,Emoción ,Género ,Edad,Protagonismo,Narrativa,Personaje,Reacción social,Responsabilidad Atribuida,Duración,Notas
1:33:03,Sufrimiento psicológico,Pena ,Femenino,13,Principal,Desarrollo,Sheeta,Ignorada,Fuerzas,1 sec,Sheeta presencia el abandono que vivieron los robots de Laputa 
1:34:06,Evento positivo,Felicidad,Femenino,13,Principal,Desarrollo,Sheeta,Ignorada,Fuerzas,1 sec,Sheeta se emociona al darse cuenta que el robot esta acompañado
